Basti ID,Basti  Name,Nagar ID,created on,updated on
9010329,MAHESH NAGAR,90103,07-Jan-21,07-Jan-21
9010330,KATTELA MANDI,90103,07-Jan-21,07-Jan-21
9010331,OMNAGAR,90103,07-Jan-21,07-Jan-21
9010432,HINDI NAGAR,90104,07-Jan-21,07-Jan-21
9010433,PHEEL KHANA,90104,07-Jan-21,07-Jan-21
9010434,BEGUM BAZAR,90104,07-Jan-21,07-Jan-21
9010435,CHUDI BAZAR,90104,07-Jan-21,07-Jan-21
9010436,UPPER DHOOLPET,90104,07-Jan-21,07-Jan-21
9010437,LOWER DHOOLPET,90104,07-Jan-21,07-Jan-21
9010438,BIRBAN BAGH,90104,07-Jan-21,07-Jan-21
9010439,GYANBAGH COLONY,90104,07-Jan-21,07-Jan-21
9010440,CHANDANWADI,90104,07-Jan-21,07-Jan-21
9010541,KARWAN,90105,07-Jan-21,07-Jan-21
9010542,AMALAPUR,90105,07-Jan-21,07-Jan-21
9010543,KUMARWADI,90105,07-Jan-21,07-Jan-21
9010544,RAMPURA,90105,07-Jan-21,07-Jan-21
9010545,RANGANATHA,90105,07-Jan-21,07-Jan-21
9010546,ZIAGUDA,90105,07-Jan-21,07-Jan-21
9010547,SUBJIMANDI,90105,07-Jan-21,07-Jan-21
9010548,RAMSINGH PURA,90105,07-Jan-21,07-Jan-21
9010549,SHIV BAGH,90105,07-Jan-21,07-Jan-21
9010650,HAINDAVA NAGAR,90106,07-Jan-21,07-Jan-21
9010651,KANTHAREDDY NAGAR,90106,07-Jan-21,07-Jan-21
9010652,ATTAPUR,90106,07-Jan-21,07-Jan-21
9010653,PANDURANGA NAGAR,90106,07-Jan-21,07-Jan-21
9010654,SHIVA NAGAR,90106,07-Jan-21,07-Jan-21
9010655,UPPER PALLI,90106,07-Jan-21,07-Jan-21
9010656,VENKATESHWARA COLONY,90106,07-Jan-21,07-Jan-21
9010657,ERRABODA,90106,07-Jan-21,07-Jan-21
9010658,JANAPRIYA,90106,07-Jan-21,07-Jan-21
9010759,LANGER HOUSE,90107,07-Jan-21,07-Jan-21
9010760,DEFENCE COLONY,90107,07-Jan-21,07-Jan-21
9010761,BAPUNAGAR,90107,07-Jan-21,07-Jan-21
9010762,PRASHANTH NAGAR,90107,07-Jan-21,07-Jan-21
9010763,RAMDEV GUDA,90107,07-Jan-21,07-Jan-21
9010764,HAINDAVA KOTA,90107,07-Jan-21,07-Jan-21
9010765,KAALIKA NAGAR,90107,07-Jan-21,07-Jan-21
9010766,KISMATHPURA,90107,07-Jan-21,07-Jan-21
9010767,BANDLAGUDA,90107,07-Jan-21,07-Jan-21
9010768,SUNCITY,90107,07-Jan-21,07-Jan-21
9010869,OLD NARSINGI,90108,07-Jan-21,07-Jan-21
9010870,NEW NARSINGI,90108,07-Jan-21,07-Jan-21
9010871,MANCHIREVULA,90108,07-Jan-21,07-Jan-21
9010872,KOKAPET,90108,07-Jan-21,07-Jan-21
9010873,KHANAPUR,90108,07-Jan-21,07-Jan-21
9010874,PUPPALA GUDA,90108,07-Jan-21,07-Jan-21
9010875,SECRETARIAT COLONY,90108,07-Jan-21,07-Jan-21
9010876,ALKAPUR,90108,07-Jan-21,07-Jan-21
9010977,GACHIBOWLI,90109,07-Jan-21,07-Jan-21
9010978,TELECOM NAGAR,90109,07-Jan-21,07-Jan-21
9010979,MADHURA NAGAR,90109,07-Jan-21,07-Jan-21
9010980,HANUMAN NAGAR,90109,07-Jan-21,07-Jan-21
9010981,NANAKRAM GUDA,90109,07-Jan-21,07-Jan-21
9010982,GOWLI DODDI,90109,07-Jan-21,07-Jan-21
9010983,BHAVANI THANDA,90109,07-Jan-21,07-Jan-21
9010984,HCU,90109,07-Jan-21,07-Jan-21
9010985,GPRA,90109,07-Jan-21,07-Jan-21
9011086,RAYADURGA,90110,07-Jan-21,07-Jan-21
9011087,RADHE NAGAR,90110,07-Jan-21,07-Jan-21
9011088,DWARAKA NAGAR,90110,07-Jan-21,07-Jan-21
9011089,M G NAGAR,90110,07-Jan-21,07-Jan-21
9011090,VIVEKANANDA NAGAR,90110,07-Jan-21,07-Jan-21
9011091,SEETHA NAGAR,90110,07-Jan-21,07-Jan-21
9011092,VINAYAK NAGAR,90110,07-Jan-21,07-Jan-21
9011093,O U COLONY,90110,07-Jan-21,07-Jan-21
9011094,PANCHAVATI,90110,07-Jan-21,07-Jan-21
9011095,MANIKONDA QTRS,90110,07-Jan-21,07-Jan-21
9011096,MANIKONDA,90110,07-Jan-21,07-Jan-21
9011097,SHIVAPURI,90110,07-Jan-21,07-Jan-21
9011098,CHITRAPURI COLONY,90110,07-Jan-21,07-Jan-21
9011199,MEHDIPATNAM,90111,07-Jan-21,07-Jan-21
9011200,SANTHOSH NAGAR,90112,07-Jan-21,07-Jan-21
9011201,HANUMAN NAGAR,90112,07-Jan-21,07-Jan-21
9011202,SHANTHI NAGAR,90112,07-Jan-21,07-Jan-21
9011203,VIJAYANAGAR COLONY,90112,07-Jan-21,07-Jan-21
9011204,SHARADHA NAGAR,90112,07-Jan-21,07-Jan-21
9011205,GUDIMALKAPUR,90112,07-Jan-21,07-Jan-21
9011206,NAVODAYA BASTHI,90112,07-Jan-21,07-Jan-21
9011207,NETHAJI NAGAR,90112,07-Jan-21,07-Jan-21
9011208,KAKATHIYA NAGAR,90112,07-Jan-21,07-Jan-21
9020101,SRI RAM NAGAR,90201,07-Jan-21,07-Jan-21
9020102,HANUMAN NAGAR,90201,07-Jan-21,07-Jan-21
9020103,AMBIKA NAGAR,90201,07-Jan-21,07-Jan-21
9020104,PATEL NAGAR,90201,07-Jan-21,07-Jan-21
9020105,ABHIMANYU BASTHI,90201,07-Jan-21,07-Jan-21
9020106,VALMIKI NAGAR,90201,07-Jan-21,07-Jan-21
9020107,NAGULA CHINTA,90201,07-Jan-21,07-Jan-21
9020108,GOWLIPURA,90201,07-Jan-21,07-Jan-21
9020109,VIVEKANANDA NAGAR,90201,07-Jan-21,07-Jan-21
9020210,Thanaji Nagar,90202,07-Jan-21,07-Jan-21
9020211,Lalithabagh,90202,07-Jan-21,07-Jan-21
9020212,Raghavendra Nagar,90202,07-Jan-21,07-Jan-21
9020213,Krishna Reddy Nagar,90202,07-Jan-21,07-Jan-21
9020214,Shivaji Nagar,90202,07-Jan-21,07-Jan-21
9020215,Saibaba Nagar,90202,07-Jan-21,07-Jan-21
9020216,Rakshapuram Colony,90202,07-Jan-21,07-Jan-21
9020217,Arundati Nagar,90202,07-Jan-21,07-Jan-21
9020318,SHIVAJI NAGAR,90203,07-Jan-21,07-Jan-21
9020319,LAXMI NAGAR,90203,07-Jan-21,07-Jan-21
9020320,ARYABAD 1,90203,07-Jan-21,07-Jan-21
9020321,ARYABAD 2,90203,07-Jan-21,07-Jan-21
9020322,JANGAMMET,90203,07-Jan-21,07-Jan-21
9020323,R N NAGAR,90203,07-Jan-21,07-Jan-21
9020324,SETHU GANGA,90203,07-Jan-21,07-Jan-21
9020325,KESHAVA GIRI,90203,07-Jan-21,07-Jan-21
9020326,CHITRA GUPTA,90203,07-Jan-21,07-Jan-21
9020427,MAILARDEVPALLY,90204,07-Jan-21,07-Jan-21
9020428,BRUNDAVAN COLONY,90204,07-Jan-21,07-Jan-21
9020429,BABULREDDY NAGAR,90204,07-Jan-21,07-Jan-21
9020430,BUDWEL station,90204,07-Jan-21,07-Jan-21
9020431,GAGANPAHAD,90204,07-Jan-21,07-Jan-21
9020432,KATEDAN,90204,07-Jan-21,07-Jan-21
9020433,DURGANAGAR,90204,07-Jan-21,07-Jan-21
9020434,PALLECHERUVU,90204,07-Jan-21,07-Jan-21
9020535,LAXMI GUDA,90205,07-Jan-21,07-Jan-21
9020536,VAMBAY COLONY,90205,07-Jan-21,07-Jan-21
9020537,PADMASHALIPURAM,90205,07-Jan-21,07-Jan-21
9020538,TULJA BHAVANI,90205,07-Jan-21,07-Jan-21
9020539,SRI RAMA,90205,07-Jan-21,07-Jan-21
9020540,MAMIDIPALLI,90205,07-Jan-21,07-Jan-21
9020641,RAJENDRA NAGAR,90206,07-Jan-21,07-Jan-21
9020642,PREMAVATHI PET,90206,07-Jan-21,07-Jan-21
9020643,SHIVARAMPALLI,90206,07-Jan-21,07-Jan-21
9020644,ADARSH NAGAR,90206,07-Jan-21,07-Jan-21
9020645,PRASHANTH NAGAR,90206,07-Jan-21,07-Jan-21
9020646,BUDVEL,90206,07-Jan-21,07-Jan-21
9020647,HANUMAN NAGAR,90206,07-Jan-21,07-Jan-21
9020748,PATHERGATTI NAGAR,90207,07-Jan-21,07-Jan-21
9020749,GHANSI BAZAR,90207,07-Jan-21,07-Jan-21
9020750,CHELAPURA,90207,07-Jan-21,07-Jan-21
9020751,CHAR MAHAL,90207,07-Jan-21,07-Jan-21
9020752,DOOD BOWLI,90207,07-Jan-21,07-Jan-21
9020753,KABOOTHAR KHANA,90207,07-Jan-21,07-Jan-21
9020754,PURAN POOL,90207,07-Jan-21,07-Jan-21
9030101,Maheshwaram,90301,07-Jan-21,07-Jan-21
9030102,Kothwal Cheru Thanda,90301,07-Jan-21,07-Jan-21
9030103,Sirigiripuram ,90301,07-Jan-21,07-Jan-21
9030104,Thukkuguda,90301,07-Jan-21,07-Jan-21
9030105,Raviryala,90301,07-Jan-21,07-Jan-21
9030106,lemoor,90301,07-Jan-21,07-Jan-21
9030207,ameerpet,90302,07-Jan-21,07-Jan-21
9030208,nagireddy pally,90302,07-Jan-21,07-Jan-21
9030209,nagaram,90302,07-Jan-21,07-Jan-21
9030210,dabil guda,90302,07-Jan-21,07-Jan-21
9030211,gattu palli,90302,07-Jan-21,07-Jan-21
9030212,dubbacherla,90302,07-Jan-21,07-Jan-21
9030213,siddapur,90302,07-Jan-21,07-Jan-21
9030314,palmakula,90303,07-Jan-21,07-Jan-21
9030315,ramanja pur,90303,07-Jan-21,07-Jan-21
9030316,narkuda,90303,07-Jan-21,07-Jan-21
9030317,pedda sha pur,90303,07-Jan-21,07-Jan-21
9030318,china golkonda,90303,07-Jan-21,07-Jan-21
9030419,kandukur ,90304,07-Jan-21,07-Jan-21
9030420,mucharla,90304,07-Jan-21,07-Jan-21
9030421,nedhunooru,90304,07-Jan-21,07-Jan-21
9030422,pulli mamidi,90304,07-Jan-21,07-Jan-21
9030423,gudur,90304,07-Jan-21,07-Jan-21
9030424,thimmapur,90304,07-Jan-21,07-Jan-21
9030425,akulamailaram ,90304,07-Jan-21,07-Jan-21
9030526,yacharam,90305,07-Jan-21,07-Jan-21
9030527,gungal,90305,07-Jan-21,07-Jan-21
9030528,nandhivanaparthy,90305,07-Jan-21,07-Jan-21
9030529,kumiddha,90305,07-Jan-21,07-Jan-21
9030530,medi palli,90305,07-Jan-21,07-Jan-21
9030531,mall,90305,07-Jan-21,07-Jan-21
9030632,manchal,90306,07-Jan-21,07-Jan-21
9030633,chitthapuram,90306,07-Jan-21,07-Jan-21
9030634,kaggaj ghat,90306,07-Jan-21,07-Jan-21
9030635,arutla,90306,07-Jan-21,07-Jan-21
9030636,ranga pur,90306,07-Jan-21,07-Jan-21
9030637,loya palli,90306,07-Jan-21,07-Jan-21
9030738,m p patel guda,90307,07-Jan-21,07-Jan-21
9030739,kongara,90307,07-Jan-21,07-Jan-21
9030740,cherla patel guda,90307,07-Jan-21,07-Jan-21
9030741,raipole,90307,07-Jan-21,07-Jan-21
9040741,raipole,90407,07-Jan-21,07-Jan-21
9050741,raipole,90507,07-Jan-21,07-Jan-21
9030742,polkam palli,90307,07-Jan-21,07-Jan-21
9040742,polkam palli,90407,07-Jan-21,07-Jan-21
9030843,anjana pur,90308,07-Jan-21,07-Jan-21
9040843,anjana pur,90408,07-Jan-21,07-Jan-21
9050843,anjana pur,90508,07-Jan-21,07-Jan-21
9060843,anjana pur,90608,07-Jan-21,07-Jan-21
9030844,kawadi palli,90308,07-Jan-21,07-Jan-21
9040844,kawadi palli,90408,07-Jan-21,07-Jan-21
9050844,kawadi palli,90508,07-Jan-21,07-Jan-21
9030845,tharamathi peta,90308,07-Jan-21,07-Jan-21
9030846,batasingaram,90308,07-Jan-21,07-Jan-21
9030847,thorur,90308,07-Jan-21,07-Jan-21
9030848,yamjal,90308,07-Jan-21,07-Jan-21
9040848,yamjal,90408,07-Jan-21,07-Jan-21
9050848,yamjal,90508,07-Jan-21,07-Jan-21
9060848,yamjal,90608,07-Jan-21,07-Jan-21
9070848,yamjal,90708,07-Jan-21,07-Jan-21
9030949,padmavathi colony,90309,07-Jan-21,07-Jan-21
9030950,amangal,90309,07-Jan-21,07-Jan-21
9030951,ranganayak gattu,90309,07-Jan-21,07-Jan-21
9030952,mungunur,90309,07-Jan-21,07-Jan-21
9030953,vinayak nagar,90309,07-Jan-21,07-Jan-21
9030954,rtc colony,90309,07-Jan-21,07-Jan-21
9030955,veerabhadra nagar,90309,07-Jan-21,07-Jan-21
9030956,kuntloor,90309,07-Jan-21,07-Jan-21
9030957,pedda ambhar pet,90309,07-Jan-21,07-Jan-21
9030958,laxmareddy palem,90309,07-Jan-21,07-Jan-21
9031059,shivaji nagar,90310,07-Jan-21,07-Jan-21
9031060,veerasavarkar,90310,07-Jan-21,07-Jan-21
9031061,bagath singh nagar,90310,07-Jan-21,07-Jan-21
9031062,vivekananda nagar,90310,07-Jan-21,07-Jan-21
9031063,rana prathap nagar,90310,07-Jan-21,07-Jan-21
9031064,khanapur,90310,07-Jan-21,07-Jan-21
9031065,sheriguda,90310,07-Jan-21,07-Jan-21
9031066,sitharam pet,90310,07-Jan-21,07-Jan-21
9031167,shivalayam,90311,07-Jan-21,07-Jan-21
9031168,pochamma basthi,90311,07-Jan-21,07-Jan-21
9031169,rb nagar,90311,07-Jan-21,07-Jan-21
9031170,madhura nagar,90311,07-Jan-21,07-Jan-21
9031171,ralla guda,90311,07-Jan-21,07-Jan-21
9031172,airport colony,90311,07-Jan-21,07-Jan-21
9031173,satham rai,90311,07-Jan-21,07-Jan-21
9031174,tondu palli,90311,07-Jan-21,07-Jan-21
9031175,uat palli,90311,07-Jan-21,07-Jan-21
9031176,golla palli,90311,07-Jan-21,07-Jan-21
9040101,Komatawadi,90401,07-Jan-21,07-Jan-21
9040102,Kurmaguda,90401,07-Jan-21,07-Jan-21
9040103,Madannapet,90401,07-Jan-21,07-Jan-21
9040104,Santhosh Nagar,90401,07-Jan-21,07-Jan-21
9040105,Maruthi Nagar,90401,07-Jan-21,07-Jan-21
9040106,Durga Bhavani Nagar,90401,07-Jan-21,07-Jan-21
9040107,Champapet,90401,07-Jan-21,07-Jan-21
9040108,Sai Ram Nagar,90401,07-Jan-21,07-Jan-21
9040109,Chandraiah Nagar,90401,07-Jan-21,07-Jan-21
9040210,Savarkar,90402,07-Jan-21,07-Jan-21
9040211,Saidabad Colony,90402,07-Jan-21,07-Jan-21
9040212,Purnodaya,90402,07-Jan-21,07-Jan-21
9040213,Laxminagar,90402,07-Jan-21,07-Jan-21
9040214,Vinay Nagar,90402,07-Jan-21,07-Jan-21
9040215,Indraprasta,90402,07-Jan-21,07-Jan-21
9040216,Saraswati Nagar,90402,07-Jan-21,07-Jan-21
9040217,Adarsh Basti,90402,07-Jan-21,07-Jan-21
9040218,Balaji Nagar,90402,07-Jan-21,07-Jan-21
9040219,Valmiki Basti,90402,07-Jan-21,07-Jan-21
9040220,SriRam Basti,90402,07-Jan-21,07-Jan-21
9040321,Kharavela,90403,07-Jan-21,07-Jan-21
9040322,Prashant Nagar,90403,07-Jan-21,07-Jan-21
9040323,Vivekananda Basti,90403,07-Jan-21,07-Jan-21
9040324,Sri Krishna,90403,07-Jan-21,07-Jan-21
9040325,Madhav Nagar,90403,07-Jan-21,07-Jan-21
9040326,Tirumala Hills,90403,07-Jan-21,07-Jan-21
9040327,Shivaji,90403,07-Jan-21,07-Jan-21
9040428,Prashant Nagar,90404,07-Jan-21,07-Jan-21
9040429,ShalivahanNagar,90404,07-Jan-21,07-Jan-21
9040430,Vidyuthnagar,90404,07-Jan-21,07-Jan-21
9040431,Hanuman Nagar,90404,07-Jan-21,07-Jan-21
9040432,Chaitanyapuri,90404,07-Jan-21,07-Jan-21
9040433,Prabhat Nagar,90404,07-Jan-21,07-Jan-21
9040434,Phaninagar,90404,07-Jan-21,07-Jan-21
9040435,Satyanagar,90404,07-Jan-21,07-Jan-21
9040436,Kothapet,90404,07-Jan-21,07-Jan-21
9040437,New Maruthi Nagar,90404,07-Jan-21,07-Jan-21
9040538,Vijaypuri colony,90405,07-Jan-21,07-Jan-21
9040539,R.K. Puram,90405,07-Jan-21,07-Jan-21
9040540,Mohan Nagar,90405,07-Jan-21,07-Jan-21
9040541,New Nagole,90405,07-Jan-21,07-Jan-21
9040542,Vasavi Nagar,90405,07-Jan-21,07-Jan-21
9040543,Alkapuri,90405,07-Jan-21,07-Jan-21
9040544,NTR Nagar Phase1,90405,07-Jan-21,07-Jan-21
9040545,NTR Nagar Phase2,90405,07-Jan-21,07-Jan-21
9040546,Bharat Nagar,90405,07-Jan-21,07-Jan-21
9040647,Bandlaguda,90406,07-Jan-21,07-Jan-21
9040648,Anand Nagar,90406,07-Jan-21,07-Jan-21
9040649,Mathugudem,90406,07-Jan-21,07-Jan-21
9040650,Ayyappa Basti,90406,07-Jan-21,07-Jan-21
9040651,Jaipuri Colony,90406,07-Jan-21,07-Jan-21
9040652,Nagole,90406,07-Jan-21,07-Jan-21
9040653,Mamatha Nagar,90406,07-Jan-21,07-Jan-21
9040654,Sai Nagar,90406,07-Jan-21,07-Jan-21
9040655,Adarsh Nagar,90406,07-Jan-21,07-Jan-21
9040756,Chandrapuri,90407,07-Jan-21,07-Jan-21
9040757,Saraswathi Nagar,90407,07-Jan-21,07-Jan-21
9040758,Mansoorabad,90407,07-Jan-21,07-Jan-21
9040759,Shubhodaya colony,90407,07-Jan-21,07-Jan-21
9040760,Madhura Nagar,90407,07-Jan-21,07-Jan-21
9040761,Sai Saptagiri,90407,07-Jan-21,07-Jan-21
9040762,Sahara,90407,07-Jan-21,07-Jan-21
9040763,Rock Town Colony,90407,07-Jan-21,07-Jan-21
9040764,Anitha Nagar,90407,07-Jan-21,07-Jan-21
9040865,Shanti Nagar,90408,07-Jan-21,07-Jan-21
9040866,High Court Colony,90408,07-Jan-21,07-Jan-21
9040867,Dwarakamai Nagar,90408,07-Jan-21,07-Jan-21
9040868,Kamal Nagar,90408,07-Jan-21,07-Jan-21
9040869,Saheb Nagar,90408,07-Jan-21,07-Jan-21
9040870,Hill Colony,90408,07-Jan-21,07-Jan-21
9040871,Complex,90408,07-Jan-21,07-Jan-21
9040872,Sachivalayanagar,90408,07-Jan-21,07-Jan-21
9040873,NGO Sector 3,90408,07-Jan-21,07-Jan-21
9040874,Vijayapuri Colony,90408,07-Jan-21,07-Jan-21
9040875,SFC Colony,90408,07-Jan-21,07-Jan-21
9040876,NGO Colony,90408,07-Jan-21,07-Jan-21
9040877,Srinivaspuram,90408,07-Jan-21,07-Jan-21
9040878,Prashant Nagar,90408,07-Jan-21,07-Jan-21
9040979,RTC Colony,90409,07-Jan-21,07-Jan-21
9040980,Shakti Nagar,90409,07-Jan-21,07-Jan-21
9040981,Venkatramana Colony,90409,07-Jan-21,07-Jan-21
9040982,Saraswathi Nagar,90409,07-Jan-21,07-Jan-21
9040983,Hastinapuram,90409,07-Jan-21,07-Jan-21
9040984,Dwaraka Nagar,90409,07-Jan-21,07-Jan-21
9040985,Teachers colony,90409,07-Jan-21,07-Jan-21
9040986,Sagar Complex,90409,07-Jan-21,07-Jan-21
9040987,B.N. Reddy Nagar,90409,07-Jan-21,07-Jan-21
9040988,Vaidehi Nagar/SKD Nagar,90409,07-Jan-21,07-Jan-21
9041089,Dhatu Nagar,90410,07-Jan-21,07-Jan-21
9041090,Jillalguda,90410,07-Jan-21,07-Jan-21
9041091,Gayatri Nagar,90410,07-Jan-21,07-Jan-21
9041092,Meerpet,90410,07-Jan-21,07-Jan-21
9041093,R.N. Reddy Nagar,90410,07-Jan-21,07-Jan-21
9041094,Prashanti Hills,90410,07-Jan-21,07-Jan-21
9041095,Janapriya Mahanagar,90410,07-Jan-21,07-Jan-21
9041096,SLNS Colony,90410,07-Jan-21,07-Jan-21
9041097,Bhagya Kala Nagar,90410,07-Jan-21,07-Jan-21
9041198,Badangpet,90411,07-Jan-21,07-Jan-21
9041199,Annapurna Nagar,90411,07-Jan-21,07-Jan-21
9041200,Almasguda,90412,07-Jan-21,07-Jan-21
9041201,Balapur,90412,07-Jan-21,07-Jan-21
9041202,Sai Nagar,90412,07-Jan-21,07-Jan-21
9041203,Mallapur,90412,07-Jan-21,07-Jan-21
9041204,Kurmalaguda,90412,07-Jan-21,07-Jan-21
9041205,Nadargul,90412,07-Jan-21,07-Jan-21
9041206,Gurramguda,90412,07-Jan-21,07-Jan-21
9041307,Srinivas Colony,90413,07-Jan-21,07-Jan-21
9041308,Brindavan Colony,90413,07-Jan-21,07-Jan-21
9041309,Lingojiguda,90413,07-Jan-21,07-Jan-21
9041310,Karmanghat,90413,07-Jan-21,07-Jan-21
9041311,Kakatiya Nagar,90413,07-Jan-21,07-Jan-21
9041312,LB Nagar,90413,07-Jan-21,07-Jan-21
9041313,Sowbhagya Nagar,90413,07-Jan-21,07-Jan-21
9041314,Venkateshwara Colony,90413,07-Jan-21,07-Jan-21
9041415,Gadianaram,90414,07-Jan-21,07-Jan-21
9041416,P&T colony,90414,07-Jan-21,07-Jan-21
9041417,Sharada Nagar,90414,07-Jan-21,07-Jan-21
9041418,Viveknanda Nagar,90414,07-Jan-21,07-Jan-21
9041419,Doctor's Colony,90414,07-Jan-21,07-Jan-21
9041420,Ambedkar Nagar,90414,07-Jan-21,07-Jan-21
9041421,Bhagath Singh Nagar,90414,07-Jan-21,07-Jan-21
9050101,Kakatiya Nagar,90501,07-Jan-21,07-Jan-21
9050102,Gandhi Girijan Colony,90501,07-Jan-21,07-Jan-21
9050103,Ravindra Nagar Colony,90501,07-Jan-21,07-Jan-21
9050104,Gandhi Nagar,90501,07-Jan-21,07-Jan-21
9050105,Bharat Nagar,90501,07-Jan-21,07-Jan-21
9050106,Balakrishna Nagar,90501,07-Jan-21,07-Jan-21
9050107,Old Ramanthapur,90501,07-Jan-21,07-Jan-21
9050108,Indira Nagar ,90501,07-Jan-21,07-Jan-21
9050109,Gokhle Nagar,90501,07-Jan-21,07-Jan-21
9050110,RTC Colony,90501,07-Jan-21,07-Jan-21
9050111,RamShankar Nagar,90501,07-Jan-21,07-Jan-21
9050212,PS colony,90502,07-Jan-21,07-Jan-21
9050213,Ganesh Nagar,90502,07-Jan-21,07-Jan-21
9050214,Madhura Nagar,90502,07-Jan-21,07-Jan-21
9050215,Srinivas Puram,90502,07-Jan-21,07-Jan-21
9050216,Kamakshi Puram,90502,07-Jan-21,07-Jan-21
9050217,Venkat Reddy Nagar,90502,07-Jan-21,07-Jan-21
9050218,Bapu Nagar,90502,07-Jan-21,07-Jan-21
9050219,Patel Nagar,90502,07-Jan-21,07-Jan-21
9050220,Prem Nagar,90502,07-Jan-21,07-Jan-21
9050221,Durga Nagar,90502,07-Jan-21,07-Jan-21
9050222,Raghunath Nagar,90502,07-Jan-21,07-Jan-21
9050323,MK Nagar,90503,07-Jan-21,07-Jan-21
9050324,Vinayaka Nagar,90503,07-Jan-21,07-Jan-21
9050325,Pochamma Basti,90503,07-Jan-21,07-Jan-21
9050326,Srinivasa nagar,90503,07-Jan-21,07-Jan-21
9050327,B.Kunta,90503,07-Jan-21,07-Jan-21
9050328,Jaiswal Garden,90503,07-Jan-21,07-Jan-21
9050329,Tirumala Nagar,90503,07-Jan-21,07-Jan-21
9050330,Tulasi Nagar,90503,07-Jan-21,07-Jan-21
9050331,Tilak Nagar,90503,07-Jan-21,07-Jan-21
9050332,New Nallakunta,90503,07-Jan-21,07-Jan-21
9050333,Golnaka,90503,07-Jan-21,07-Jan-21
9050334,Nehru Nagar,90503,07-Jan-21,07-Jan-21
9050335,Harischandrapet,90503,07-Jan-21,07-Jan-21
9050436,Ram Mandir,90504,07-Jan-21,07-Jan-21
9050437,Gurudwara,90504,07-Jan-21,07-Jan-21
9050438,Shivaji Nagar,90504,07-Jan-21,07-Jan-21
9050439,Ashok Bazar,90504,07-Jan-21,07-Jan-21
9050440,Maharaj Gunj,90504,07-Jan-21,07-Jan-21
9050441,Jambagh,90504,07-Jan-21,07-Jan-21
9050442,Pusala Basthi,90504,07-Jan-21,07-Jan-21
9050443,Badi Chowdi,90504,07-Jan-21,07-Jan-21
9050444,Kanda Swami Bagh,90504,07-Jan-21,07-Jan-21
9050445,Eswar Bazar,90504,07-Jan-21,07-Jan-21
9050446,Hanuman Tekdi,90504,07-Jan-21,07-Jan-21
9050447,Gun Foundry,90504,07-Jan-21,07-Jan-21
9050448,Boggula Kunta,90504,07-Jan-21,07-Jan-21
9050549,Ratna Nagar,90505,07-Jan-21,07-Jan-21
9050550,Barkatpura,90505,07-Jan-21,07-Jan-21
9050551,Lingam Pally,90505,07-Jan-21,07-Jan-21
9050555,Vikram Nagar,90505,07-Jan-21,07-Jan-21
9050552,Vikram Nagar,90505,07-Jan-21,07-Jan-21
9050553,Nimboli Adda,90505,07-Jan-21,07-Jan-21
9050554,Mothi Market,90505,07-Jan-21,07-Jan-21
9050556,Narayanguda,90505,07-Jan-21,07-Jan-21
9050557,Vittal Vadi,90505,07-Jan-21,07-Jan-21
9050558,Raj Mohalla,90505,07-Jan-21,07-Jan-21
9050559,Basheer Bagh,90505,07-Jan-21,07-Jan-21
9050560,Hider Guda,90505,07-Jan-21,07-Jan-21
9050561,Himayat Nagar,90505,07-Jan-21,07-Jan-21
9050662,Domal Guda,90506,07-Jan-21,07-Jan-21
9050663,Aravind Nagar,90506,07-Jan-21,07-Jan-21
9050664,Banda Mysamma,90506,07-Jan-21,07-Jan-21
9050665,Goshala basthi,90506,07-Jan-21,07-Jan-21
9050666,Arundhati Nagar,90506,07-Jan-21,07-Jan-21
9050667,SBI Colony,90506,07-Jan-21,07-Jan-21
9050668,Gandhi Nagar(CP),90506,07-Jan-21,07-Jan-21
9050669,Jawahar Nagar,90506,07-Jan-21,07-Jan-21
9050670,Ashok Nagar,90506,07-Jan-21,07-Jan-21
9050671,Vivek Nagar,90506,07-Jan-21,07-Jan-21
9050672,Chikkadapalli,90506,07-Jan-21,07-Jan-21
9050673,Bagh Limgam Pally,90506,07-Jan-21,07-Jan-21
9050674,Achaiah Nagar,90506,07-Jan-21,07-Jan-21
9050675,Padmacolony,90506,07-Jan-21,07-Jan-21
9050776,Bapuji Nagar,90507,07-Jan-21,07-Jan-21
9050777,Ganga Putra Colony,90507,07-Jan-21,07-Jan-21
9050778,Bhramamgari Gudi,90507,07-Jan-21,07-Jan-21
9050779,Musheerabad,90507,07-Jan-21,07-Jan-21
9050780,Bakaram,90507,07-Jan-21,07-Jan-21
9050781,Gemini Colony,90507,07-Jan-21,07-Jan-21
9050782,Hari Nagar,90507,07-Jan-21,07-Jan-21
9050783,Krishna Nagar,90507,07-Jan-21,07-Jan-21
9050784,AshokNagar,90507,07-Jan-21,07-Jan-21
9050785,Sanjeeva Puram,90507,07-Jan-21,07-Jan-21
9050786,Ramalayam,90507,07-Jan-21,07-Jan-21
9050887,Amber Nagar,90508,07-Jan-21,07-Jan-21
9050888,Lalitha Nagar,90508,07-Jan-21,07-Jan-21
9050889,Adikmet,90508,07-Jan-21,07-Jan-21
9050890,Dayananda Nagar,90508,07-Jan-21,07-Jan-21
9050891,Achyut Reddy Marg,90508,07-Jan-21,07-Jan-21
9050892,Vigyana Puri,90508,07-Jan-21,07-Jan-21
9050893,Vidya Nagar,90508,07-Jan-21,07-Jan-21
9050894,Prashath Nagar,90508,07-Jan-21,07-Jan-21
9050995,P G Hostels,90509,07-Jan-21,07-Jan-21
