101,Mandhoddi,29,06-Jan-21,06-Jan-21
102,Pacharla ,29,06-Jan-21,06-Jan-21
103,Thanagala ,29,06-Jan-21,06-Jan-21
104,Nasanuru,29,06-Jan-21,06-Jan-21
105,Peddadhanuvada,29,06-Jan-21,06-Jan-21
106,Chinna Dhanuvada ,29,06-Jan-21,06-Jan-21
107,Kistapuram,29,06-Jan-21,06-Jan-21
108,Manavapadu,30,06-Jan-21,06-Jan-21
109,Amaravai,30,06-Jan-21,06-Jan-21
110,Maddur,30,06-Jan-21,06-Jan-21
111,Kalukuntla,30,06-Jan-21,06-Jan-21
112,Peddaamudulapadu,30,06-Jan-21,06-Jan-21
113,Budidhapadu,30,06-Jan-21,06-Jan-21
114,Peddapothulapadu,31,06-Jan-21,06-Jan-21
115,Chinna Pothulapadu ,31,06-Jan-21,06-Jan-21
116,Chandrashekarnagar,31,06-Jan-21,06-Jan-21
117,Chennipadu,31,06-Jan-21,06-Jan-21
118,Gokulapadu,31,06-Jan-21,06-Jan-21
119,Poosalapadu,31,06-Jan-21,06-Jan-21
120,Borelli ,32,06-Jan-21,06-Jan-21
121,Jellapuram,32,06-Jan-21,06-Jan-21
122,Pallepadu,32,06-Jan-21,06-Jan-21
123,Chanduru,32,06-Jan-21,06-Jan-21
124,Narayanapoor,32,06-Jan-21,06-Jan-21
125,Mangampeta,32,06-Jan-21,06-Jan-21
126,Chandapad,32,06-Jan-21,06-Jan-21
127,Ieeja ,33,06-Jan-21,06-Jan-21
128,Sankapur,33,06-Jan-21,06-Jan-21
129,Uthanoor,33,06-Jan-21,06-Jan-21
130,Eklaspoor,33,06-Jan-21,06-Jan-21
131,Bingidhoddi,33,06-Jan-21,06-Jan-21
132,Thumkunta,33,06-Jan-21,06-Jan-21
133,Devabanda,33,06-Jan-21,06-Jan-21
134,Thimmapoor,33,06-Jan-21,06-Jan-21
135,Pulikal,34,06-Jan-21,06-Jan-21
136,Sindanoor,34,06-Jan-21,06-Jan-21
137,Thothinondhoddi,34,06-Jan-21,06-Jan-21
138,Moganpally,34,06-Jan-21,06-Jan-21
139,Medikonda,34,06-Jan-21,06-Jan-21
140,Bhumpuram,34,06-Jan-21,06-Jan-21
141,Kutukunoor,34,06-Jan-21,06-Jan-21
142,Kothapally,34,06-Jan-21,06-Jan-21
143,Bainpally,34,06-Jan-21,06-Jan-21
144,Rajapooram,34,06-Jan-21,06-Jan-21
145,Kothur,34,06-Jan-21,06-Jan-21
146,Uppala,35,06-Jan-21,06-Jan-21
147,Keshavaram,35,06-Jan-21,06-Jan-21
148,Chinnathandrapadu,35,06-Jan-21,06-Jan-21
149,Venkatapuram,35,06-Jan-21,06-Jan-21
150,Yapadhinne,35,06-Jan-21,06-Jan-21
151,Zdhoddi,35,06-Jan-21,06-Jan-21
152,Venisompuram,35,06-Jan-21,06-Jan-21
153,Paradhipuram,35,06-Jan-21,06-Jan-21
154,Uppalacamp,35,06-Jan-21,06-Jan-21
155,Navarooj Camp,35,06-Jan-21,06-Jan-21
156,Kistapoor,35,06-Jan-21,06-Jan-21
157,Gudidhoddi,35,06-Jan-21,06-Jan-21
158,Vidigonpally,35,06-Jan-21,06-Jan-21
159,Gattu,36,06-Jan-21,06-Jan-21
160,Lmdhoddi,36,06-Jan-21,06-Jan-21
161,Gorlakhandhoddi,36,06-Jan-21,06-Jan-21
162,Thappetamarusu,36,06-Jan-21,06-Jan-21
163,Aragidha,36,06-Jan-21,06-Jan-21
164,Penchikalapadu,36,06-Jan-21,06-Jan-21
165,Sulthanapoor,36,06-Jan-21,06-Jan-21
166,Baligera,37,06-Jan-21,06-Jan-21
167,Boyalagudem,37,06-Jan-21,06-Jan-21
