Basti / Upamandal ID,Basti / Upamandal Name,Nagar ID,Created On,Modified On
90108070,NEW NARSINGI,90108,08-Jan-21,08-Jan-21
90108071,MANCHIREVULA,90108,08-Jan-21,08-Jan-21
90108072,KOKAPET,90108,08-Jan-21,08-Jan-21
90108073,KHANAPUR,90108,08-Jan-21,08-Jan-21
90108074,PUPPALA GUDA,90108,08-Jan-21,08-Jan-21
90108075,SECRETARIAT COLONY,90108,08-Jan-21,08-Jan-21
90108076,ALKAPUR,90108,08-Jan-21,08-Jan-21
90109077,GACHIBOWLI,90109,08-Jan-21,08-Jan-21
90109078,TELECOM NAGAR,90109,08-Jan-21,08-Jan-21
90109079,MADHURA NAGAR,90109,08-Jan-21,08-Jan-21
90109080,HANUMAN NAGAR,90109,08-Jan-21,08-Jan-21
90109081,NANAKRAM GUDA,90109,08-Jan-21,08-Jan-21
90109082,GOWLI DODDI,90109,08-Jan-21,08-Jan-21
90109083,BHAVANI THANDA,90109,08-Jan-21,08-Jan-21
90109084,HCU,90109,08-Jan-21,08-Jan-21
90109085,GPRA,90109,08-Jan-21,08-Jan-21
90110086,RAYADURGA,90110,08-Jan-21,08-Jan-21
90110087,RADHE NAGAR,90110,08-Jan-21,08-Jan-21
90110088,DWARAKA NAGAR,90110,08-Jan-21,08-Jan-21
90110089,M G NAGAR,90110,08-Jan-21,08-Jan-21
90110090,VIVEKANANDA NAGAR,90110,08-Jan-21,08-Jan-21
90110091,SEETHA NAGAR,90110,08-Jan-21,08-Jan-21
90110092,VINAYAK NAGAR,90110,08-Jan-21,08-Jan-21
90110093,O U COLONY,90110,08-Jan-21,08-Jan-21
90110094,PANCHAVATI,90110,08-Jan-21,08-Jan-21
90110095,MANIKONDA QTRS,90110,08-Jan-21,08-Jan-21
90110096,MANIKONDA,90110,08-Jan-21,08-Jan-21
90110097,SHIVAPURI,90110,08-Jan-21,08-Jan-21
90110098,CHITRAPURI COLONY,90110,08-Jan-21,08-Jan-21
90111099,MEHDIPATNAM,90111,08-Jan-21,08-Jan-21
90111100,SANTHOSH NAGAR,90111,08-Jan-21,08-Jan-21
90111101,HANUMAN NAGAR,90111,08-Jan-21,08-Jan-21
90111102,SHANTHI NAGAR,90111,08-Jan-21,08-Jan-21
90111103,VIJAYANAGAR COLONY,90111,08-Jan-21,08-Jan-21
90111104,SHARADHA NAGAR,90111,08-Jan-21,08-Jan-21
90111105,GUDIMALKAPUR,90111,08-Jan-21,08-Jan-21
90111106,NAVODAYA BASTHI,90111,08-Jan-21,08-Jan-21
90111107,NETHAJI NAGAR,90111,08-Jan-21,08-Jan-21
90111108,KAKATHIYA NAGAR,90111,08-Jan-21,08-Jan-21
80401001,OLD BOWENPALLY,80401,08-Jan-21,08-Jan-21
80401002,HASMATHPET,80401,08-Jan-21,08-Jan-21
80401003,NEW BOWENPALLY,80401,08-Jan-21,08-Jan-21
80401004,BHAVANA COLONY,80401,08-Jan-21,08-Jan-21
80401005,TAADBAND,80401,08-Jan-21,08-Jan-21
80401006,ICRISAT COLONY,80401,08-Jan-21,08-Jan-21
80401007,SIKH VILLAGE,80401,08-Jan-21,08-Jan-21
80401008,DIAMOND POINT,80401,08-Jan-21,08-Jan-21
80402009,INDIRA NAGAR,80402,08-Jan-21,08-Jan-21
80402010,GREEN FIELDS,80402,08-Jan-21,08-Jan-21
80402011,KAANAAJIGUDA,80402,08-Jan-21,08-Jan-21
80402012,SUBHASH NAGAR,80402,08-Jan-21,08-Jan-21
80402013,GUNROCK,80402,08-Jan-21,08-Jan-21
80403014,SUCHITRA,80403,08-Jan-21,08-Jan-21
80403015,JEEDIMETLA,80403,08-Jan-21,08-Jan-21
80403016,ANGADIPET,80403,08-Jan-21,08-Jan-21
80403017,NCL COLONY,80403,08-Jan-21,08-Jan-21
80403018,PRAJAY,80403,08-Jan-21,08-Jan-21
80403019,KOMPALLI,80403,08-Jan-21,08-Jan-21
80404020,MEDCHAL,80404,08-Jan-21,08-Jan-21
80404021,DABILPOOR,80404,08-Jan-21,08-Jan-21
80404022,SALEGUDEM,80404,08-Jan-21,08-Jan-21
80404023,POCHAM PALLI,80404,08-Jan-21,08-Jan-21
80404024,DUNDIGAL,80404,08-Jan-21,08-Jan-21
80404025,BORAMPET,80404,08-Jan-21,08-Jan-21
80404026,BAHADURPALLY,80404,08-Jan-21,08-Jan-21
80405027,RAJIV GRUHA KALPA       ,80405,08-Jan-21,08-Jan-21
80405028,SURARAM COLONY -1,80405,08-Jan-21,08-Jan-21
80405029,SURARAM COLONY -2,80405,08-Jan-21,08-Jan-21
80405030,SAIBABA NAGAR ,80405,08-Jan-21,08-Jan-21
80405031,BHAGATSING,80405,08-Jan-21,08-Jan-21
80405032,RAJIVA GANDHI NAGAR,80405,08-Jan-21,08-Jan-21
80405033,SURARAM VILLAGE ,80405,08-Jan-21,08-Jan-21
80406034,Aparupa colony,80406,08-Jan-21,08-Jan-21
80407035,GAJULA RAMARAM ,80407,08-Jan-21,08-Jan-21
80407036,HAL ,80407,08-Jan-21,08-Jan-21
80407037,SARDAR PATEL ,80407,08-Jan-21,08-Jan-21
80407038,SRINIVAS NAGAR,80407,08-Jan-21,08-Jan-21
80407039,KALAWATI NAGAR,80407,08-Jan-21,08-Jan-21
80407040,SANJAYGANDHI NAGAR,80407,08-Jan-21,08-Jan-21
80407041,SHAPUR,80407,08-Jan-21,08-Jan-21
80407042,SUBHASH NAGAR,80407,08-Jan-21,08-Jan-21
80408043,INDRASING NAGAR ,80408,08-Jan-21,08-Jan-21
80408044,BALANAGAR ,80408,08-Jan-21,08-Jan-21
80408045,BHEL ,80408,08-Jan-21,08-Jan-21
80408046,ADARSH NAGAR,80408,08-Jan-21,08-Jan-21
80408047,SURYANAGAR,80408,08-Jan-21,08-Jan-21
80408048,GANESH NAGAR,80408,08-Jan-21,08-Jan-21
80408049,BALREDDY NAGAR,80408,08-Jan-21,08-Jan-21
80408050,QUTUBULLAPUR,80408,08-Jan-21,08-Jan-21
80408051,VAJPAYEE NAGAR,80408,08-Jan-21,08-Jan-21
80408052,SRI RAM NAGAR,80408,08-Jan-21,08-Jan-21
80501001,Vivek Nagar,80501,08-Jan-21,08-Jan-21
80501002,Balaji Nagar,80501,08-Jan-21,08-Jan-21
80501003,Prashanth Nagar,80501,08-Jan-21,08-Jan-21
80501004,Sangeethanagar,80501,08-Jan-21,08-Jan-21
80501005,AVB Puram,80501,08-Jan-21,08-Jan-21
80501006,Vivekanada Nagar,80501,08-Jan-21,08-Jan-21
80501007,Bhagameer,80501,08-Jan-21,08-Jan-21
80501008,Balakrishna Nagar,80501,08-Jan-21,08-Jan-21
80501009,Venkatrao Nagar,80501,08-Jan-21,08-Jan-21
80501010,Prakash Nagar,80501,08-Jan-21,08-Jan-21
80502011,4th PHASE,80502,08-Jan-21,08-Jan-21
80502012,7th PHASE,80502,08-Jan-21,08-Jan-21
80502013,5th PHASE,80502,08-Jan-21,08-Jan-21
80502014,VASANTHA NAGAR,80502,08-Jan-21,08-Jan-21
80502015,9th PHASE,80502,08-Jan-21,08-Jan-21
80502016,6th PHASE,80502,08-Jan-21,08-Jan-21
80502017,8th PHASE,80502,08-Jan-21,08-Jan-21
80502018,DHARMA REDDY NAGAR,80502,08-Jan-21,08-Jan-21
80502019,PHASE 1&2,80502,08-Jan-21,08-Jan-21
80503020,GUTTALA BEGUMPET,80503,08-Jan-21,08-Jan-21
80503021,AYYAPPA BASTI,80503,08-Jan-21,08-Jan-21
80503022,MADHAPUR,80503,08-Jan-21,08-Jan-21
80503023,CHANDANAGAR THANDA,80503,08-Jan-21,08-Jan-21
80503024,KHANAMET BASTI,80503,08-Jan-21,08-Jan-21
80503025,ANJANEYA NAGAR,80503,08-Jan-21,08-Jan-21
80503026,SIDDIVINAYAKA BASTI,80503,08-Jan-21,08-Jan-21
80503027,SRIRAM NAGAR,80503,08-Jan-21,08-Jan-21
80503028,MASJID BANDA,80503,08-Jan-21,08-Jan-21
80503029,KOTHAGUDA,80503,08-Jan-21,08-Jan-21
80503030,KONDAPUR,80503,08-Jan-21,08-Jan-21
80504031,MADURANAGAR,80504,08-Jan-21,08-Jan-21
80504032,RAHMATH NAGAR,80504,08-Jan-21,08-Jan-21
80504033,KARMIKANAGAR,80504,08-Jan-21,08-Jan-21
80504034,SPR HILS,80504,08-Jan-21,08-Jan-21
80504035,SITE -3,80504,08-Jan-21,08-Jan-21
80504036,BORABANDA,80504,08-Jan-21,08-Jan-21
80504037,MOTHINAGAR,80504,08-Jan-21,08-Jan-21
80504038,VIVEKANADANAGAR,80504,08-Jan-21,08-Jan-21
80504039,AG COLONY,80504,08-Jan-21,08-Jan-21
80504040,ERRAGADDA,80504,08-Jan-21,08-Jan-21
80505041,SANATH NAGAR srt,80505,08-Jan-21,08-Jan-21
80505042,CZECH COLONY,80505,08-Jan-21,08-Jan-21
80505043, SHIVAJINAGAR,80505,08-Jan-21,08-Jan-21
80505044,BALKAMPET,80505,08-Jan-21,08-Jan-21
80505045,"FATENAGAR
PIPLINE ROAD   ",80505,08-Jan-21,08-Jan-21
80505046,"FATENAGAR 
SHISHUMANDIR RAOAD",80505,08-Jan-21,08-Jan-21
80505047,SR NAGAR,80505,08-Jan-21,08-Jan-21
80505048,AMEERPET,80505,08-Jan-21,08-Jan-21
80505049,PRASHANTH NAGAR,80505,08-Jan-21,08-Jan-21
80505050,SHANTHI  NAGAR,80505,08-Jan-21,08-Jan-21
80505051,Bharath Nagar,80505,08-Jan-21,08-Jan-21
80505052,Jinkalwada,80505,08-Jan-21,08-Jan-21
80505053, Moosapet,80505,08-Jan-21,08-Jan-21
80505054,Pragathi nagar ,80505,08-Jan-21,08-Jan-21
80505055,Janta nagar ,80505,08-Jan-21,08-Jan-21
80505056,Anjaneya nagar,80505,08-Jan-21,08-Jan-21
80505057,Rainbow Vistas,80505,08-Jan-21,08-Jan-21
80506058,Jagadgirigutta  bustop,80506,08-Jan-21,08-Jan-21
80506059,Allwyn colony phase-2,80506,08-Jan-21,08-Jan-21
80506060,Shiva nagar,80506,08-Jan-21,08-Jan-21
80506061,Allwyn colony phase-1,80506,08-Jan-21,08-Jan-21
80506062,Venkateshwaranagar,80506,08-Jan-21,08-Jan-21
80506063,Srinivas Nagar Ring Basti,80506,08-Jan-21,08-Jan-21
80506064,Maqdoom Nagar,80506,08-Jan-21,08-Jan-21
80506065,Papireddy Nagar,80506,08-Jan-21,08-Jan-21
80506066,Asbestos colony,80506,08-Jan-21,08-Jan-21
80506067,Girinagar/Gandhinagar,80506,08-Jan-21,08-Jan-21
80506068,Ranga reddy nagar,80506,08-Jan-21,08-Jan-21
80507069,Pragathi Nagar,80507,08-Jan-21,08-Jan-21
80507070,Sai Nagar,80507,08-Jan-21,08-Jan-21
80507071,Rajeev Gruhakalpa,80507,08-Jan-21,08-Jan-21
80507072,Nizampet,80507,08-Jan-21,08-Jan-21
80507073,Bandari Layout,80507,08-Jan-21,08-Jan-21
80507074,Rajeev Gandhi Nagar,80507,08-Jan-21,08-Jan-21
80507075,Ramnaresh Nagar,80507,08-Jan-21,08-Jan-21
80507076,Yellamma Banda,80507,08-Jan-21,08-Jan-21
80507077,Jaya Nagar,80507,08-Jan-21,08-Jan-21
80507078,HMT Hills,80507,08-Jan-21,08-Jan-21
80508079,JPN nagar,80508,08-Jan-21,08-Jan-21
80508080,Mayuri Nagar,80508,08-Jan-21,08-Jan-21
80508081,Balaji Nagar,80508,08-Jan-21,08-Jan-21
80508082,Mathrusree Nagar,80508,08-Jan-21,08-Jan-21
80508083,Janapriya Apartments,80508,08-Jan-21,08-Jan-21
80508084,Sai Nagar,80508,08-Jan-21,08-Jan-21
80508085,Mythri Nagar,80508,08-Jan-21,08-Jan-21
80508086,Madinaguda,80508,08-Jan-21,08-Jan-21
80508087,Deepthisri Nagar,80508,08-Jan-21,08-Jan-21
80508088,Prashanth Nagar,80508,08-Jan-21,08-Jan-21
80508089,HMT Swarnapuri,80508,08-Jan-21,08-Jan-21
80509090,RTC Colony,80509,08-Jan-21,08-Jan-21
80509091, Huda colony,80509,08-Jan-21,08-Jan-21
80509092,Chandanagar,80509,08-Jan-21,08-Jan-21
80509093,Jawahar Colony,80509,08-Jan-21,08-Jan-21
80509094,Vemana colony,80509,08-Jan-21,08-Jan-21
80509095,Gauthami nagar,80509,08-Jan-21,08-Jan-21
80509096,Taranagar,80509,08-Jan-21,08-Jan-21
80509097,Shivaji nagar,80509,08-Jan-21,08-Jan-21
80509098, Rail Vihar,80509,08-Jan-21,08-Jan-21
80509099,Gulmohar Park Colony,80509,08-Jan-21,08-Jan-21
80509100,Gopi Nagar,80509,08-Jan-21,08-Jan-21
80509101,Papireddy Nagar ,80509,08-Jan-21,08-Jan-21
